ref_area.label,indicator.label,source.label,classif1.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Bulgaria,Mean nominal hourly labour cost per employee by economic activity (local currency),"BGR - ES - Annual Enterprises Survey on Number of employees, Wages and salaries and Other labour costs",Economic activity (ISIC-Rev.4): B. Mining and quarrying,2009,9.48,,,Currency: BGR - Lev (BGN) | Working time arrangement coverage: Full-time and part time workers,Population coverage: Excluding armed forces and/or conscripts | Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies
Bulgaria,Mean nominal hourly labour cost per employee by economic activity (local currency),"BGR - ES - Annual Enterprises Survey on Number of employees, Wages and salaries and Other labour costs",Economic activity (ISIC-Rev.4): C. Manufacturing,2009,4.5,,,Currency: BGR - Lev (BGN) | Working time arrangement coverage: Full-time and part time workers,Population coverage: Excluding armed forces and/or conscripts | Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies
Bulgaria,Mean nominal hourly labour cost per employee by economic activity (local currency),"BGR - ES - Annual Enterprises Survey on Number of employees, Wages and salaries and Other labour costs",Economic activity (ISIC-Rev.4): B. Mining and quarrying,2010,10.76,,,Currency: BGR - Lev (BGN) | Working time arrangement coverage: Full-time and part time workers,Population coverage: Excluding armed forces and/or conscripts | Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies
Bulgaria,Mean nominal hourly labour cost per employee by economic activity (local currency),"BGR - ES - Annual Enterprises Survey on Number of employees, Wages and salaries and Other labour costs",Economic activity (ISIC-Rev.4): C. Manufacturing,2010,4.75,,,Currency: BGR - Lev (BGN) | Working time arrangement coverage: Full-time and part time workers,Population coverage: Excluding armed forces and/or conscripts | Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies
Bulgaria,Mean nominal hourly labour cost per employee by economic activity (local currency),"BGR - ES - Annual Enterprises Survey on Number of employees, Wages and salaries and Other labour costs",Economic activity (ISIC-Rev.4): B. Mining and quarrying,2011,11.59,,,Currency: BGR - Lev (BGN) | Working time arrangement coverage: Full-time and part time workers,Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | System of national accounts: 1993 SNA
Bulgaria,Mean nominal hourly labour cost per employee by economic activity (local currency),"BGR - ES - Annual Enterprises Survey on Number of employees, Wages and salaries and Other labour costs",Economic activity (ISIC-Rev.4): C. Manufacturing,2011,5.02,,,Currency: BGR - Lev (BGN) | Working time arrangement coverage: Full-time and part time workers,Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | System of national accounts: 1993 SNA
Bulgaria,Mean nominal hourly labour cost per employee by economic activity (local currency),"BGR - ES - Annual Enterprises Survey on Number of employees, Wages and salaries and Other labour costs",Economic activity (ISIC-Rev.4): B. Mining and quarrying,2012,12.7,,,Currency: BGR - Lev (BGN),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Bulgaria,Mean nominal hourly labour cost per employee by economic activity (local currency),"BGR - ES - Annual Enterprises Survey on Number of employees, Wages and salaries and Other labour costs",Economic activity (ISIC-Rev.4): C. Manufacturing,2012,5.5,,,Currency: BGR - Lev (BGN),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Bulgaria,Mean nominal hourly labour cost per employee by economic activity (local currency),"BGR - ES - Annual Enterprises Survey on Number of employees, Wages and salaries and Other labour costs",Economic activity (ISIC-Rev.4): B. Mining and quarrying,2016,14.7,,,Currency: BGR - Lev (BGN),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Bulgaria,Mean nominal hourly labour cost per employee by economic activity (local currency),"BGR - ES - Annual Enterprises Survey on Number of employees, Wages and salaries and Other labour costs",Economic activity (ISIC-Rev.4): C. Manufacturing,2016,7.4,,,Currency: BGR - Lev (BGN),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Bulgaria,Mean nominal hourly labour cost per employee by economic activity (local currency),"BGR - ES - Annual Enterprises Survey on Number of employees, Wages and salaries and Other labour costs",Economic activity (ISIC-Rev.4): B. Mining and quarrying,2017,16.9,,,Currency: BGR - Lev (BGN),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Bulgaria,Mean nominal hourly labour cost per employee by economic activity (local currency),"BGR - ES - Annual Enterprises Survey on Number of employees, Wages and salaries and Other labour costs",Economic activity (ISIC-Rev.4): C. Manufacturing,2017,8.3,,,Currency: BGR - Lev (BGN),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Bulgaria,Mean nominal hourly labour cost per employee by economic activity (local currency),"BGR - ES - Annual Enterprises Survey on Number of employees, Wages and salaries and Other labour costs",Economic activity (ISIC-Rev.4): B. Mining and quarrying,2018,18.1,,,Currency: BGR - Lev (BGN),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Bulgaria,Mean nominal hourly labour cost per employee by economic activity (local currency),"BGR - ES - Annual Enterprises Survey on Number of employees, Wages and salaries and Other labour costs",Economic activity (ISIC-Rev.4): C. Manufacturing,2018,9.1,,,Currency: BGR - Lev (BGN),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Bulgaria,Mean nominal hourly labour cost per employee by economic activity (local currency),"BGR - ES - Annual Enterprises Survey on Number of employees, Wages and salaries and Other labour costs",Economic activity (ISIC-Rev.4): B. Mining and quarrying,2019,19.1,,,Currency: BGR - Lev (BGN),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Bulgaria,Mean nominal hourly labour cost per employee by economic activity (local currency),"BGR - ES - Annual Enterprises Survey on Number of employees, Wages and salaries and Other labour costs",Economic activity (ISIC-Rev.4): C. Manufacturing,2019,10.1,,,Currency: BGR - Lev (BGN),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
