ref_area.label,indicator.label,source.label,classif1.label,classif2.label,time,obs_value,note_classif.label,note_indicator.label,note_source.label
Belgium,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,BEL - ES - Labour Cost Survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2019,48.14,,Currency: BEL - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Belgium,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,BEL - ES - Labour Cost Survey,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2019,48.7,,Currency: BEL - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Bulgaria,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,"BGR - ES - Annual Enterprises Survey on Number of employees, Wages and salaries and Other labour costs",Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2008,6.3,,Currency: BGR - Lev (BGN) | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | System of national accounts: 1993 SNA
Bulgaria,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,"BGR - ES - Annual Enterprises Survey on Number of employees, Wages and salaries and Other labour costs",Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2008,3.1,,Currency: BGR - Lev (BGN) | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | System of national accounts: 1993 SNA
Bulgaria,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,"BGR - ES - Annual Enterprises Survey on Number of employees, Wages and salaries and Other labour costs",Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2009,6.74,,Currency: BGR - Lev (BGN) | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,Population coverage: Excluding armed forces and/or conscripts | Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies
Bulgaria,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,"BGR - ES - Annual Enterprises Survey on Number of employees, Wages and salaries and Other labour costs",Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2009,3.2,,Currency: BGR - Lev (BGN) | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,Population coverage: Excluding armed forces and/or conscripts | Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies
Bulgaria,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,"BGR - ES - Annual Enterprises Survey on Number of employees, Wages and salaries and Other labour costs",Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2010,7.28,,Currency: BGR - Lev (BGN) | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,Population coverage: Excluding armed forces and/or conscripts | Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies
Bulgaria,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,"BGR - ES - Annual Enterprises Survey on Number of employees, Wages and salaries and Other labour costs",Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2010,3.22,,Currency: BGR - Lev (BGN) | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,Population coverage: Excluding armed forces and/or conscripts | Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies
Bulgaria,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,"BGR - ES - Annual Enterprises Survey on Number of employees, Wages and salaries and Other labour costs",Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2011,8.24,,Currency: BGR - Lev (BGN) | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | System of national accounts: 1993 SNA
Bulgaria,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,"BGR - ES - Annual Enterprises Survey on Number of employees, Wages and salaries and Other labour costs",Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2011,3.57,,Currency: BGR - Lev (BGN) | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | System of national accounts: 1993 SNA
Bulgaria,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,"BGR - ES - Annual Enterprises Survey on Number of employees, Wages and salaries and Other labour costs",Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2012,8.34,,Currency: BGR - Lev (BGN),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Bulgaria,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,"BGR - ES - Annual Enterprises Survey on Number of employees, Wages and salaries and Other labour costs",Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2012,3.61,,Currency: BGR - Lev (BGN),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Bulgaria,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,"BGR - ES - Annual Enterprises Survey on Number of employees, Wages and salaries and Other labour costs",Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2016,8.31,,Currency: BGR - Lev (BGN),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Bulgaria,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,"BGR - ES - Annual Enterprises Survey on Number of employees, Wages and salaries and Other labour costs",Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2016,4.19,,Currency: BGR - Lev (BGN),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Bulgaria,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,"BGR - ES - Annual Enterprises Survey on Number of employees, Wages and salaries and Other labour costs",Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2017,9.74,,Currency: BGR - Lev (BGN),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Bulgaria,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,"BGR - ES - Annual Enterprises Survey on Number of employees, Wages and salaries and Other labour costs",Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2017,4.78,,Currency: BGR - Lev (BGN),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Bulgaria,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,"BGR - ES - Annual Enterprises Survey on Number of employees, Wages and salaries and Other labour costs",Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2018,10.92,,Currency: BGR - Lev (BGN),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
